Title,Date,Category,Link
"Jackson Health System Agreed to Pay $233,000 for Allegedly Violating Patient Dumping Statute by Failing to Provide Appropriate Medical Screening Examinations and Stabilizing Treatment",2024-01-12,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/new-jersey-hospital-and-investors-to-pay-the-united-states-306-million-for-alleged-false-claims-related-to-excessive-cost-outlier-payments/
Shreveport Woman Pleads Guilty to Defrauding Medicaid,2024-01-12,EMTALA/Patient Dumping,https://oig.hhs.gov/fraud/enforcement/carla-jackson-agreed-to-be-excluded-for7-years-for-allegedly-receiving-improper-remuneration/
"St. Louis Area Doctors Accused of Illegally Administering Ketamine, Health Care Fraud",2024-01-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/dr-evan-kardon-agreed-to-pay-210000-and-be-excluded-for-10-years-for-allegedly-receiving-remuneration-in-exchange-for-ordering-durable-medical-equipment-and-genetic-tests/
Attorney General Alan Wilson announces two employees charged with stealing from assisted-living home residents in Chester,2024-01-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/jackson-health-system-agreed-to-pay-233000-for-allegedly-violating-patient-dumping-statute-by-failing-to-provide-appropriate-medical-screening-examinations-and-stabilizing-treatment/
New Jersey Laboratory and Its Owner and CEO Agree to Pay Over $13 Million to Settle Allegations of Kickbacks and Unnecessary Testing,2024-01-10,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/shreveport-woman-pleads-guilty-to-defrauding-medicaid/
"Good Samaritan EMS Agreed to Pay $33,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",2024-01-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/st-louis-area-doctors-accused-of-illegally-administering-ketamine-health-care-fraud/
"Attorney General Josh Stein Reaches $61,000 Medicaid Fraud Settlement with Burlington Provider",2024-01-10,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-two-employees-charged-with-stealing-from-assisted-living-home-residents-in-chester/
Nine Indicted in Federal Health Care Fraud Probe,2024-01-09,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/new-jersey-laboratory-and-its-owner-and-ceo-agree-to-pay-over-13-million-to-settle-allegations-of-kickbacks-and-unnecessary-testing/
"Independence Home Healthcare and Jose Vincente Perez Agreed to Pay $377,000 and Be Excluded for 20 Years for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual and Paying Improper Remuneration",2024-01-08,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/good-samaritan-ems-agreed-to-pay-33000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/
Larue County Couple Sentenced to Over Two Years in Federal Prison for Conspiring to Sell Hydrocodone and Oxycodone Stolen from Pharmacy,2024-01-08,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-reaches-61000-medicaid-fraud-settlement-with-burlington-provider/
Home Healthcare Company Agrees to Pay Nearly $10 Million to Resolve False Claims Act Allegations Relating to Its Participation in the Energy Employees Occupational Illness Compensation Program,2024-01-05,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/nine-indicted-in-federal-health-care-fraud-probe/
Two Florida Residents Sentenced for $93M Health Care Fraud and Money Laundering Scheme,2024-01-05,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/independence-home-healthcare-and-jose-vincente-perez-agreed-to-pay-377000-and-be-excluded-for-20-years-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual-and-paying-improper-remuneration/
Shelton Man Sentenced on Charge of Cruelty to Persons,2024-01-05,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/
Patricia Perez Agreed to Be Excluded for 7 Years for Allegedly Paying Improper Remuneration,2024-01-04,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/about/
Memphis-Based Methodist Le Bonheur Healthcare And Methodist Healthcare-Memphis Hospitals Pay $7.25 Million To Settle Allegations That They Violated The False Claims Act,2024-01-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/civil-monetary-penalty-authorities/
Florida Research Hospital Agrees To Pay More Than $19.5 Million To Resolve Liability Relating To Self-Disclosure Of Improper Billing For Clinical Trial Costs,2024-01-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/shelton-man-sentenced-on-charge-of-cruelty-to-persons/
"Athletico Management, PT Network, and Dynamic Therapy Services Agreed to Pay $51,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2024-01-04,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/patricia-perez-agreed-to-be-excluded-for-7-years-for-allegedly-paying-improper-remuneration/
"Recover-Care Plaza West Care Center Agreed to Pay $211,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2024-01-04,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/memphis-based-methodist-le-bonheur-healthcare-and-methodist-healthcare-memphis-hospitals-pay-725-million-to-settle-allegations-that-they-violated-the-false-claims-act/
"Maury County Caregiver Charged With Financial Exploitation, Theft",2024-01-04,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/florida-research-hospital-agrees-to-pay-more-than-195-million-to-resolve-liability-relating-to-self-disclosure-of-improper-billing-for-clinical-trial-costs/
Laredo Resident Admits To Impersonating Licensed Nurse,2024-01-03,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/athletico-management-pt-network-and-dynamic-therapy-services-agreed-to-pay-51000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Former Nurse Aide Indicted In Death Of Clarksville Patient Arrested In Georgia,2024-01-03,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/recover-care-plaza-west-care-center-agreed-to-pay-211000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
"Walgreen Co Agreed to Pay $37,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2023-12-22,CIA Reportable Events,https://oig.hhs.gov/fraud/enforcement/maury-county-caregiver-charged-with-financial-exploitation-theft/
Phillips Respironics Pays $2.4 Million for Allegedly Giving Kickbacks,2023-12-22,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/laredo-resident-admits-to-impersonating-licensed-nurse/
"Sutter Health Agreed to Pay $515,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Free Management and Administrative Services",2023-12-22,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/former-nurse-aide-indicted-in-death-of-clarksville-patient-arrested-in-georgia/
Texas Wellness Clinic Agreed to Be Excluded for Five Years for Allegedly Submitting False Claims for Neuro-Stimulators,2023-12-21,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/walgreen-co-agreed-to-pay-37000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Illinois Nurse Charged With Tampering With Morphine Prescribed to Patient,2023-12-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/phillips-respironics-pays-24-million-for-allegedly-giving-kickbacks/
"New Jersey Man to Pay $656,000 for Illegally Operating Ballston Spa Nursing Home",2023-12-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/sutter-health-agreed-to-pay-515000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-free-management-and-administrative-services/
Owner of Marketing Companies Admits Role in $24 Million Health Care Fraud and Kickback Scheme,2023-12-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/texas-wellness-clinic-agreed-to-be-excluded-for-five-years-for-allegedly-submitting-false-claims-for-neuro-stimulators/
United States Reaches $9.1 Million Civil Settlement with Total Access Urgent Care Over False Claims Allegations,2023-12-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/illinois-nurse-charged-with-tampering-with-morphine-prescribed-to-patient/
Man Sentenced for Illegally Distributing Over $16M of Adulterated HIV Medication,2023-12-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/new-jersey-man-to-pay-656000-for-illegally-operating-ballston-spa-nursing-home/
Nurse Practitioner Sentenced for $192M Medicare Fraud Scheme,2023-12-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-marketing-companies-admits-role-in-24-million-health-care-fraud-and-kickback-scheme/
Pharmaceutical Company Ultragenyx Agrees to Pay $6 Million for Allegedly Paying Kickbacks to Induce Claims for Its Drug Crysvita,2023-12-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-reaches-91-million-civil-settlement-with-total-access-urgent-care-over-false-claims-allegations/
"Attorney General James Secures $656,000 from Unlicensed Nursing Home Operator for Years of Fraud and Neglect",2023-12-21,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/
Lois Obert Agreed to Be Excluded for Five Years for Allegedly Receiving Remuneration in Exchange for Ordering Genetic Tests and Durable Medical Equipment,2023-12-20,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/about/
"MedLab, Qutub Farooqui, and Arshadullah Syed Agreed to Pay $3.7 Million for Allegedly Violating the Civil Monetary Penalties Law by Failing to Prorate Travel Mileage",2023-12-20,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/civil-monetary-penalty-authorities/
Former Chief Operating Officer of Suburban Chicago Covid-19 Testing Kit Company Charged With Embezzling at Least $1.8 Million in Company Funds,2023-12-20,COVID-19,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-secures-656000-from-unlicensed-nursing-home-operator-for-years-of-fraud-and-neglect/
United Memorial Medical Center to Pay $2 Million Plus Additional Contingent Payments for Allegedly Causing False Claims Related to Excessive Cost Outlier Payments and Double Billing for Covid-19 Tests,2023-12-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/lois-obert-agreed-to-be-excluded-for-five-years-for-allegedly-receiving-remuneration-in-exchange-for-ordering-genetic-tests-and-durable-medical-equipment/
Mississippi Man Sentenced to 18 Months in Federal Prison on Medicare Fraud Conspiracy Charges,2023-12-20,COVID-19,https://oig.hhs.gov/fraud/enforcement/medlab-qutub-farooqui-and-arshadullah-syed-agreed-to-pay-37-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-failing-to-prorate-travel-mileage/
BakerRipley Agreed to Pay $1.3 Million for Allegedly Violating the Civil Monetary Penalties Law by Misspending Grant Funds on Sham Products and Services,2023-12-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-chief-operating-officer-of-suburban-chicago-covid-19-testing-kit-company-charged-with-embezzling-at-least-18-million-in-company-funds/
Greenwich Psychologist Sentenced to 27 Months in Federal Prison for $2.6 Million Health Care Fraud Scheme,2023-12-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-memorial-medical-center-to-pay-2-million-plus-additional-contingent-payments-for-allegedly-causing-false-claims-related-to-excessive-cost-outlier-payments-and-double-billing-for-covid-19-tests/
Georgia Man Admits Role in $127 Million Health Care Fraud and Kickback Scheme,2023-12-19,Grant and Contractor Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/mississippi-man-sentenced-to-18-months-in-federal-prison-on-medicare-fraud-conspiracy-charges/
"Grants Pass Physician and Affiliated Medical Practice Agree to Pay $115,000 to Settle Health Care Fraud Allegations",2023-12-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/bakerripley-agreed-to-pay-13-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-misspending-grant-funds-on-sham-products-and-services/
Florida Siblings Charged In Multimillion-Dollar Medicare Scheme Based On Fraudulent Billing For Durable Medical Equipment,2023-12-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/greenwich-psychologist-sentenced-to-27-months-in-federal-prison-for-26-million-health-care-fraud-scheme/
Indiana Health Network Agrees to Pay $345 Million to Settle Alleged False Claims Act Violations,2023-12-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/georgia-man-admits-role-in-127-million-health-care-fraud-and-kickback-scheme/
Carr's Medicaid Fraud Division Obtains Guilty Plea in Fulton County,2023-12-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/grants-pass-physician-and-affiliated-medical-practice-agree-to-pay-115000-to-settle-health-care-fraud-allegations/
Attorney General Alan Wilson announces two Upstate women arrested for Medicaid fraud,2023-12-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/florida-siblings-charged-in-multimillion-dollar-medicare-scheme-based-on-fraudulent-billing-for-durable-medical-equipment/
"United States Files Complaint Against St. Elizabeth's Medical Center, Steward Medical Group and Steward Health Care System",2023-12-18,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/indiana-health-network-agrees-to-pay-345-million-to-settle-alleged-false-claims-act-violations/
BioTelemetry and LifeWatch to Pay More than $14.7 Million to Resolve False Claims Act Allegations that LifeWatch Billed More Expensive Services than Physicians Intended to Order,2023-12-18,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/carr%C3%ADs-medicaid-fraud-division-obtains-guilty-plea-in-fulton-county/
Community Health Network Agrees to Pay $345 Million to Settle Alleged False Claims Act Violations,2023-12-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-two-upstate-women-arrested-for-medicaid-fraud/
Federal Jury Finds Pittsburgh-Area Nursing Homes Guilty of Healthcare Offenses,2023-12-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-files-complaint-against-st-elizabeths-medical-center-steward-medical-group-and-steward-health-care-system/
BioTelemetry and LifeWatch to Pay More than $14.7 Million to Resolve False Claims Act Allegations Relating to Remote Cardiac Monitoring Services,2023-12-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/biotelemetry-and-lifewatch-to-pay-more-than-147-million-to-resolve-false-claims-act-allegations-that-lifewatch-billed-more-expensive-services-than-physicians-intended-to-order/
"Perry Rudich, MD and Perry Rudich, MD SC Agreed to Pay $353,000 and Be Excluded for 10 Years for Allegedly Violating the Civil Monetary Penalties Law by Receiving Remuneration in Exchange for Allowing IDTFs to Use His NPI to Submit Claims",2023-12-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/community-health-network-agrees-to-pay-345-million-to-settle-alleged-false-claims-act-violations/
"Fairfax Doctor Pleads Guilty to Obstructing the IRS, Agrees to Pay $5.3 Million",2023-12-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/
Baton Rouge Man Charged with Falsely Holding Himself as a Medical Doctor and Making False Statements,2023-12-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/about/
Cambria County Woman Sentenced To 30 Months In Prison For Conspiracy To Commit Health Care Fraud,2023-12-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/civil-monetary-penalty-authorities/
Fraudulent Nursing Diploma Scheme Leads to Federal Convictions,2023-12-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/fairfax-doctor-pleads-guilty-to-obstructing-the-irs-agrees-to-pay-53-million/
Two Men Sentenced for Fraudulent Rural Hospital Billing Scheme,2023-12-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/baton-rouge-man-charged-with-falsely-holding-himself-as-a-medical-doctor-and-making-false-statements/
United Memorial Medical Center Agreed to Be Excluded for 10 Years for Allegedly Submitting False Claims for Inpatient Cost Outlier Payments and Duplicate Claims for COVID-19 Tests,2023-12-14,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/cambria-county-woman-sentenced-to-30-months-in-prison-for-conspiracy-to-commit-health-care-fraud/
Orthopedic Surgeon Convicted of Health Care Fraud,2023-12-14,COVID-19,https://oig.hhs.gov/fraud/enforcement/fraudulent-nursing-diploma-scheme-leads-to-federal-convictions/
"Florida Man Charged with Health Care Fraud, Wire Fraud, and Kickback Conspiracy",2023-12-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-men-sentenced-for-fraudulent-rural-hospital-billing-scheme/
Greenville Woman Sentenced to Federal Prison for Making Fraudulent Statements to Medicaid,2023-12-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-memorial-medical-center-agreed-to-be-excluded-for-10-years-for-allegedly-submitting-false-claims-for-inpatient-cost-outlier-payments-and-duplicate-claims-for-covid-19-tests/
Brooklyn Cardiologist Charged With Health Care Fraud And Bribery,2023-12-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/orthopedic-surgeon-convicted-of-health-care-fraud/
Man Charged for $60M Health Care Fraud and Kickback Scheme,2023-12-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/florida-man-charged-with-health-care-fraud-wire-fraud-and-kickback-conspiracy/
"Mountain Orthopaedics Agreed to Pay $448,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration to Physicians to Induce Referrals",2023-12-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/greenville-woman-sentenced-to-federal-prison-for-making-fraudulent-statements-to-medicaid/
McMinnville Woman Charged with Stealing from Vulnerable Adult,2023-12-14,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/brooklyn-cardiologist-charged-with-health-care-fraud-and-bribery/
District Woman Indicted for Defrauding the D.C. Medicaid Program,2023-12-13,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/man-charged-for-60m-health-care-fraud-and-kickback-scheme/
Man Sentenced for $11.4M Medicare and Medicaid Fraud Scheme,2023-12-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/mountain-orthopaedics-agreed-to-pay-448000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-to-physicians-to-induce-referrals/
Attorney General Alan Wilson Announces Arrest Of Greenville Man Charged With Stealing From Vulnerable Adult,2023-12-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/mcminnville-woman-charged-with-stealing-from-vulnerable-adult/
Clinic Office Manager Sentenced for $1.2M Pill Mill Scheme,2023-12-12,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/district-woman-indicted-for-defrauding-the-dc-medicaid-program/
Carr Announces New Indictment in Clayton County for Trafficking a Disabled Adult,2023-12-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/man-sentenced-for-114m-medicare-and-medicaid-fraud-scheme/
Company Selling Migraine Treatment Device Agrees to Resolve Alleged False Claims Act Violations,2023-12-11,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-arrest-of-greenville-man-charged-with-stealing-from-vulnerable-adult/
Attorney General Marshall Announces Indictment of Former Director of Nursing for Montgomery Nursing Home,2023-12-08,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/clinic-office-manager-sentenced-for-12m-pill-mill-scheme/
Attorney General Ken Paxton’s Medicaid Fraud Control Unit Secures 14-Year Prison Sentence for Home Health Fraudster and Over $11 Million in Restitution,2023-12-08,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/
Pavion Company to Pay $1.75 Million to Resolve False Claims Act Allegations of Small Business Contracting Fraud,2023-12-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/about/
"Aurora Diagnostics Agreed to Pay $50,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Meals, Entertainment and Other Gifts in Exchange for Referrals",2023-12-07,Grant and Contractor Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/civil-monetary-penalty-authorities/
Attorney General Ellison charges three in largest-ever Medicaid fraud prosecution by AGO,2023-12-07,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/attorney-general-ken-paxtons-medicaid-fraud-control-unit-secures-14-year-prison-sentence-for-home-health-fraudster-and-over-11-million-in-restitution/
Redondo Beach Woman Sentenced to 15 Years in Prison for Leading $24 Million Scam that Billed Medicare for Unneeded Wheelchair Fixes,2023-12-06,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/pavion-company-to-pay-175-million-to-resolve-false-claims-act-allegations-of-small-business-contracting-fraud/
Medical College of Wisconsin Agreed to Pay $2.2 Million for Allegedly Violating the Civil Monetary Penalties Law by Failing to Perform and Document Medical Direction Steps,2023-12-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/aurora-diagnostics-agreed-to-pay-50000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-meals-entertainment-and-other-gifts-in-exchange-for-referrals/
Nursing Home Drug Dealer Pleads Guilty,2023-12-06,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/attorney-general-ellison-charges-three-in-largest-ever-medicaid-fraud-prosecution-by-ago/
AG Campbell Indicts Springfield Medicaid Consultant For Stealing From Elderly Nursing Home Victims,2023-12-05,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/redondo-beach-woman-sentenced-to-15-years-in-prison-for-leading-24-million-scam-that-billed-medicare-for-unneeded-wheelchair-fixes/
Doctor Charged in $14M Medicare and TRICARE Fraud Scheme,2023-12-04,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/medical-college-of-wisconsin-agreed-to-pay-22-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-failing-to-perform-and-document-medical-direction-steps/
"Med First Agrees to Pay $1,450,000 to Resolve Health Care Fraud Allegations in South Carolina Clinic",2023-12-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/nursing-home-drug-dealer-pleads-guilty/
"Hospital Executive And Three Texas Physicians To Pay Over $880,000 To Settle Kickback Allegations Involving Laboratory Testing",2023-12-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ag-campbell-indicts-springfield-medicaid-consultant-for-stealing-from-elderly-nursing-home-victims/
Lab Owner Pleads Guilty to $1.7 Million COVID-19 Test Fraud Scheme,2023-12-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-charged-in-14m-medicare-and-tricare-fraud-scheme/
"Ag Moody Announces Arrest Of Services Provider For More Than $50,000 In Medicaid Provider Fraud",2023-12-01,COVID-19,https://oig.hhs.gov/fraud/enforcement/med-first-agrees-to-pay-1450000-to-resolve-health-care-fraud-allegations-in-south-carolina-clinic/
Tennessee Man Sentenced for Failure to Pay Child Support,2023-11-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/hospital-executive-and-three-texas-physicians-to-pay-over-880000-to-settle-kickback-allegations-involving-laboratory-testing/
Man Charged in $148M Medicare and Medicaid Fraud Scheme,2023-11-30,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/lab-owner-pleads-guilty-to-17-million-covid-19-test-fraud-scheme/
Physician Sentenced for $1.2M Pill Mill Scheme,2023-11-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ag-moody-announces-arrest-of-services-provider-for-more-than-50000-in-medicaid-provider-fraud/
"Ascension Sacred Heart Pensacola Agreed to Pay $100,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Below Fair Market Value Personnel",2023-11-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/tennessee-man-sentenced-for-failure-to-pay-child-support/
Queens Pharmacist Sentenced to 60 Months in Prison for Illegally Distributing Oxycodone and Filing False Tax Returns,2023-11-29,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/man-charged-in-148m-medicare-and-medicaid-fraud-scheme/
Sleep disorder medical practice with clinics in California and Washington resolves allegations it overbilled government medical programs,2023-11-29,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/physician-sentenced-for-12m-pill-mill-scheme/
"Caretaker Charged With Involuntary Manslaughter, Neglect For Failure To Renew Patient’s Medications Which Led To Fatal Seizure Episode",2023-11-29,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ascension-sacred-heart-pensacola-agreed-to-pay-100000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-below-fair-market-value-personnel/
Former Blackfeet Tribal operations manager suspected of stealing tribal COVID-19 relief funding arraigned on charges,2023-11-28,COVID-19,https://oig.hhs.gov/fraud/enforcement/
"Philadelphia Pharmacy Pleads Guilty To More Than $500,000 In Fraudulent Insurance Claims As Part Of Prescription Medication Scam",2023-11-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/about/
Telemedicine Nurse Practitioner Pleads Guilty to $7.8 Million Durable Medical Equipment Fraud Scheme,2023-11-27,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/civil-monetary-penalty-authorities/
Doctor and Wife Admit Genetic Testing Kickback and Bribery Scheme,2023-11-22,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-blackfeet-tribal-operations-manager-suspected-of-stealing-tribal-covid-19-relief-funding-arraigned-on-charges/
Attorney General James Announces Guilty Verdict of Physician Who Subjected Patients to Unnecessary and Invasive Tests,2023-11-22,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/philadelphia-pharmacy-pleads-guilty-to-more-than-500000-in-fraudulent-insurance-claims-as-part-of-prescription-medication-scam/
Neligh Woman Sentenced for Health Care Fraud,2023-11-20,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/telemedicine-nurse-practitioner-pleads-guilty-to-78-million-durable-medical-equipment-fraud-scheme/
Attorney General Alan Wilson Announces Arrest Of Caregiver Accused Of Stealing From Disabled Residents,2023-11-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-and-wife-admit-genetic-testing-kickback-and-bribery-scheme/
Attorney General Alan Wilson Announces Easley Man Found Guilty Of Sex Crime Charges Against Nursing Home Resident,2023-11-20,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-announces-guilty-verdict-of-physician-who-subjected-patients-to-unnecessary-and-invasive-tests/
Worcester Psychiatrist Convicted of Unlawful Distribution of Controlled Substances,2023-11-17,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/neligh-woman-sentenced-for-health-care-fraud/
Doctor at L5 Pain Clinic Pleads Guilty to Illegal Drug Dispensing Conspiracy,2023-11-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-arrest-of-caregiver-accused-of-stealing-from-disabled-residents/
"Pharmacy Owners and Doctor Convicted for $145M Health Care Fraud, Money Laundering, and Tax Evasion Scheme",2023-11-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-easley-man-found-guilty-of-sex-crime-charges-against-nursing-home-resident/
AG Moody Announces Arrest Of Service Provider For Disabled Patients For Medicaid Fraud,2023-11-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/worcester-psychiatrist-convicted-of-unlawful-distribution-of-controlled-substances/
Worcester-Based Home Care Company And Its Managers Indicted For $1.6 Million Medicaid Fraud Scheme,2023-11-17,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/doctor-at-l5-pain-clinic-pleads-guilty-to-illegal-drug-dispensing-conspiracy/
"Ag Henry Continues To Hold Medicaid Fraudsters Accountable With Recent Arrests, Convictions Involving Over $800k In False Billing",2023-11-17,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/pharmacy-owners-and-doctor-convicted-for-145m-health-care-fraud-money-laundering-and-tax-evasion-scheme/
Maryland Man Sentenced to 9 Months in Prison for Attempted Witness Tampering in Relation to Healthcare Fraud Conspiracy,2023-11-16,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-moody-announces-arrest-of-service-provider-for-disabled-patients-for-medicaid-fraud/
