Title,Date,Category,Link,Agency
"Sagent Pharmaceuticals Agreed to Pay $175,000 for Allegedly Violating the Civil Monetary Penalties Law by Failing to Submit Timely Pricing Data",2023-04-20,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/sagent-pharmaceuticals-agreed-to-pay-175000-for-allegedly-violating-the-civil-monetary-penalties-law-by-failing-to-submit-timely-pricing-data/,N/A
Utah Case Part of a Nationwide Law Enforcement Action by the Department of Justice to Combat Health Care Fraud Related to COVID-19,2023-04-20,COVID-19,https://oig.hhs.gov/fraud/enforcement/utah-case-part-of-a-nationwide-law-enforcement-action-by-the-department-of-justice-to-combat-health-care-fraud-related-to-covid-19/,"U.S. Attorney’s Office, District of Utah"
"Criminal Charges Brought Against Medical Professionals, Owners of Medical Businesses, and Others for a Variety of COVID-19 Fraud Schemes with False Billings Exceeding $490 Million",2023-04-20,COVID-19,https://oig.hhs.gov/fraud/enforcement/criminal-charges-brought-against-medical-professionals-owners-of-medical-businesses-and-others-for-a-variety-of-covid-19-fraud-schemes-with-false-billings-exceeding-490-million/,U.S. Department of Justice
Local Dentist And Hygienist Charged With Offenses Related To Healthcare Fraud And False Claims To D.C. Medicaid,2023-04-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/local-dentist-and-hygienist-charged-with-offenses-related-to-healthcare-fraud-and-false-claims-to-dc-medicaid/,"U.S. Attorney’s Office, District of Columbia"
Former Owner Of RI Ophthalmology Chain To Pay $1.1M In Settlement Of False Claims Inquiry By The United States,2023-04-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-owner-of-ri-ophthalmology-chain-to-pay-11m-in-settlement-of-false-claims-inquiry-by-the-united-states/,"U.S. Attorney’s Office, District of Rhode Island"
Former Professional Wrestler Charged With Theft Of Millions Of Dollars In Federal Funds Intended For Needy Families,2023-04-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-professional-wrestler-charged-with-theft-of-millions-of-dollars-in-federal-funds-intended-for-needy-families/,"U.S. Attorney's Office, Southern District of Mississippi"
Former Southwest Key employee arrested for sexual contact with unaccompanied minors aboard airplane,2023-04-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-southwest-key-employee-arrested-for-sexual-contact-with-unaccompanied-minors-aboard-airplane/,"U.S. Attorney's Office, Southern District of Texas"
Two Doctors Sentenced for Stealing $31M From Medicare,2023-04-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-doctors-sentenced-for-stealing-31m-from-medicare/,U.S. Department of Justice
"Essex County Hospital Center Agreed to Pay $20,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services that Were Not Provided or Should Have Been Billed at a Lower Rate",2023-04-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/essex-county-hospital-center-agreed-to-pay-20000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-that-were-not-provided-or-should-have-been-billed-at-a-lower-rate/,N/A
Inves­ti­ga­tion by Paxton’s Med­ic­aid Fraud Con­trol Unit Leads to 17-Year Prison Sen­tence for Fraud­ster Phar­ma­cist and $4 Mil­lion in Resti­tu­tion for Opi­oid Diver­sion Scheme,2023-04-20,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/investigation-by-paxtons-medicaid-fraud-control-unit-leads-to-17-year-prison-sentence-for-fraudster-pharmacist-and-4-million-in-restitution-for-opioid-diversion-scheme/,Texas Attorney General
1st Adult & Pediatrics Healthcare to Pay $3 Million to Settle False Claims Act Allegations,2023-04-19,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/1st-adult-pediatrics-healthcare-to-pay-3-million-to-settle-false-claims-act-allegations/,"U.S. Attorney’s Office, Western District of Virginia"
1st Adult & Pediatrics Healthcare to Pay $3 Million to Settle False Claims Act Allegations,2023-04-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/1st-adult-pediatrics-healthcare-to-pay-3-million-to-settle-false-claims-act-allegations-2/,Virginia Attorney General
Connecticut Behavioral Health Clinician Group Pays $234K to Settle False Claims Allegations,2023-04-18,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/connecticut-behavioral-health-clinician-group-pays-234k-to-settle-false-claims-allegations/,"U.S. Attorney’s Office, District of Connecticut"
Former physician's assistant sentenced for health care fraud after posing as a licensed practitioner,2023-04-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-physicians-assistant-sentenced-for-health-care-fraud-after-posing-as-a-licensed-practitioner/,"U.S. Attorney’s Office, Northern District of Georgia"
Meharry Medical College Agrees To Settle False Claims Act Allegations,2023-04-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/meharry-medical-college-agrees-to-settle-false-claims-act-allegations/,"U.S. Attorney’s Office, Middle District of Tennessee"
Sibley Hospital And Johns Hopkins Health System Settle Allegations Of Improper Compensation Arrangements,2023-04-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/sibley-hospital-and-johns-hopkins-health-system-settle-allegations-of-improper-compensation-arrangements/,U.S. Department of Justice
"Joel Aronowitz, MD and Tower Multi-Specialty Medical Group Agreed to Be Excluded for 15 Years for Causing the Submission of Improperly Billed Claims for Skin Substitute Products",2023-04-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/joel-aronowitz-md-and-tower-multi-specialty-medical-group-agreed-to-be-excluded-for-15-years-for-causing-the-submission-of-improperly-billed-claims-for-skin-substitute-products/,N/A
Chelmsford Dentist Pleads Guilty To Medicaid Fraud Scheme,2023-04-14,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/chelmsford-dentist-pleads-guilty-to-medicaid-fraud-scheme/,"U.S. Attorney’s Office, District of Massachusetts"
North Carolina Woman Admits Participating In Health Care Fraud Scheme,2023-04-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/north-carolina-woman-admits-participating-in-health-care-fraud-scheme/,"U.S. Attorney’s Office, District of New Jersey"
Podiatrist And Patient Recruiter Convicted For $8.5M Compounding Fraud Scheme,2023-04-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/podiatrist-and-patient-recruiter-convicted-for-85m-compounding-fraud-scheme/,U.S. Department of Justice
Nurse Charged With Assault and Battery Against Elderly Dementia Patient,2023-04-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/nurse-charged-with-assault-and-battery-against-elderly-dementia-patient/,Massachusetts Attorney General
"Streamwood Behavioral Health Hospital Agreed to Pay $180,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing Individuals Excluded from Illinois Medicaid",2023-04-13,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/streamwood-behavioral-health-hospital-agreed-to-pay-180000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-individuals-excluded-from-illinois-medicaid/,N/A
"Arkansas Doctor Sentenced To More Than Eight Years In Federal Prison For Accepting Kickbacks, Defrauding TRICARE, And Failed Attempts To Obstruct Investigation",2023-04-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/arkansas-doctor-sentenced-to-more-than-eight-years-in-federal-prison-for-accepting-kickbacks-defrauding-tricare-and-failed-attempts-to-obstruct-investigation/,"U.S. Attorney's Office, Eastern District of Arkansas"
RGV Area Home Health Care Company Owner Sent To Prison,2023-04-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/rgv-area-home-health-care-company-owner-sent-to-prison/,"U.S. Attorney's Office, Southern District of Texas"
Paxton’s Medicaid Fraud Control Unit Charges Houston Couple With $8.7 Million Fraud Scheme,2023-04-13,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/paxtons-medicaid-fraud-control-unit-charges-houston-couple-with-87-million-fraud-scheme/,Texas Attorney General
San Jose Group Homes Owner Sentenced To A Year In Prison For Scheme To Divert Foster Care Funds,2023-04-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/san-jose-group-homes-owner-sentenced-to-a-year-in-prison-for-scheme-to-divert-foster-care-funds/,"U.S. Attorney's Office, Northern District of California"
Doctor Charged For Unlawfully Distributing Opioids,2023-04-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-charged-for-unlawfully-distributing-opioids/,U.S. Department of Justice
"Physician And Clinic Office Manager Convicted Of Unlawfully Distributing Over 600,000 Opioid Pills",2023-04-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/physician-and-clinic-office-manager-convicted-of-unlawfully-distributing-over-600000-opioid-pills/,U.S. Department of Justice
"Regents of the University of California Agreed to Pay $136,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2023-04-12,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/regents-of-the-university-of-california-agreed-to-pay-136000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/,N/A
"Tampa General Hospital Agreed to Pay $136,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by Unlicensed Individuals",2023-04-12,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/tampa-general-hospital-agreed-to-pay-136000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-unlicensed-individuals/,N/A
"Paxton’s Office Investigates And Successfully Prosecutes Woman Who Attempted To Defraud Medicaid Of Over $615,000",2023-04-12,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/paxtons-office-investigates-and-successfully-prosecutes-woman-who-attempted-to-defraud-medicaid-of-over-615000/,Texas Attorney General
Former Emergency Department Nurse Sentenced To 3 Years After Stealing Pain Medication And Injecting Patients With Saline,2023-04-12,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/former-emergency-department-nurse-sentenced-to-3-years-after-stealing-pain-medication-and-injecting-patients-with-saline/,"U.S. Attorney's Office, Southern District of Indiana"
"Carolyn Smith, MD Agreed to Be Excluded for 10 Years for Causing Claims to Be Submitted for Medically Unnecessary Inpatient Rehabilitation Facility Services",2023-04-11,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/carolyn-smith-md-agreed-to-be-excluded-for-10-years-for-causing-claims-to-be-submitted-for-medically-unnecessary-inpatient-rehabilitation-facility-services/,N/A
South Florida Marketer Sentenced To Prison Term For Buying And Selling Over 2.6 Million Medicare Beneficiary Identification Numbers,2023-04-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/south-florida-marketer-sentenced-to-prison-term-for-buying-and-selling-over-26-million-medicare-beneficiary-identification-numbers/,"U.S. Attorney's Office, Southern District of Florida"
Richmond Man Convicted For Making Illegal Referrals,2023-04-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/richmond-man-convicted-for-making-illegal-referrals/,"U.S. Attorney’s Office, Southern District of Texas"
"Attorney General Josh Stein Announces $226,000 Medicare And Medicaid Settlement With An Indian Trail Pharmacy",2023-04-10,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-226000-medicare-and-medicaid-settlement-with-an-indian-trail-pharmacy/,North Carolina Attorney General
Santa Rosa Doctor Sentenced To Two-And-A-Half Years In Prison For Unlawfully Prescribing Controlled Substances,2023-04-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/santa-rosa-doctor-sentenced-to-two-and-a-half-years-in-prison-for-unlawfully-prescribing-controlled-substances/,"U.S. Attorney’s Office, Northern District of California"
East St. Louis Doctor Pleads Guilty To Health Care Fraud,2023-04-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/east-st-louis-doctor-pleads-guilty-to-health-care-fraud/,"U.S. Attorney’s Office, Southern District of Illinois"
North Carolina Pharmacy Agrees To Resolve False Claims Act Allegations,2023-04-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/north-carolina-pharmacy-agrees-to-resolve-false-claims-act-allegations/,U.S. Department of Justice
Former Hospice Care Owner Convicted Of Defrauding Medicare,2023-04-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-hospice-care-owner-convicted-of-defrauding-medicare/,"U.S. Attorney’s Office, Western District of Louisiana"
"Three Former Executives For Magellan Diagnostics Charged With Conspiracy, Wire Fraud And FDA Violations",2023-04-05,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/three-former-executives-for-magellan-diagnostics-charged-with-conspiracy-wire-fraud-and-fda-violations/,"U.S. Attorney's Office, District of Massachusetts"
Nurse Practitioner Sentenced In Twelve Million Dollar Health Care Fraud Scheme,2023-04-05,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/nurse-practitioner-sentenced-in-twelve-million-dollar-health-care-fraud-scheme/,"U.S. Attorney’s Office, District of Rhode Island"
Pharmacist Pleads Guilty To Medicare Fraud Scheme,2023-04-05,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmacist-pleads-guilty-to-medicare-fraud-scheme/,U.S. Department of Justice
"Personal Care Services Provider Arrested For Submitting Forged Doctors’ Referrals And Fraudulently Billing Medicaid Nearly $400,000",2023-04-05,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/personal-care-services-provider-arrested-for-submitting-forged-doctors-referrals-and-fraudulently-billing-medicaid-nearly-400000/,Florida Attorney General
AG Henry Charges Berks County Home Care Agency And Its Owner For $488k Medicaid Fraud Scheme,2023-04-05,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-henry-charges-berks-county-home-care-agency-and-its-owner-for-488k-medicaid-fraud-scheme/,Pennsylvania Attorney General
"Guardian EMS Agreed to Pay $362,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Covered by the SNF Consolidated Billing Payment",2023-04-04,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/guardian-ems-agreed-to-pay-362000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-covered-by-the-snf-consolidated-billing-payment/,N/A
Former Baton Rouge Doctor Convicted Of Distributing Controlled Substances Sentenced To 180 Months In Federal Prison,2023-04-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-baton-rouge-doctor-convicted-of-distributing-controlled-substances-sentenced-to-180-months-in-federal-prison/,"U.S. Attorney’s Office, Middle District of Louisiana"
Texas Laboratory Agrees To Pay $5.9 Million To Settle Allegations Of Kickbacks To Third Party Marketers And Unnecessary Drug Tests,2023-04-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/texas-laboratory-agrees-to-pay-59-million-to-settle-allegations-of-kickbacks-to-third-party-marketers-and-unnecessary-drug-tests/,U.S. Department of Justice
Dr. Ramin Mostafavi and R Mostafavi MD Ophthalmologist Agreed to Pay $1.5 Million for Allegedly Violating the Civil Monetary Penalties Law by Billing for Services Not Supported by the Record and Billing for Services Not Rendered,2023-04-04,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/dr-ramin-mostafavi-and-r-mostafavi-md-ophthalmologist-agreed-to-pay-15-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-billing-for-services-not-supported-by-the-record-and-billing-for-services-not-rendered/,N/A
"Palo Alto Medical Foundation Agreed to Pay $432,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Rendered by Unqualified Individuals",2023-04-04,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/palo-alto-medical-foundation-agreed-to-pay-432000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-rendered-by-unqualified-individuals/,N/A
"AG Moody Secures More Than $600,000 For Florida Medicaid Following Multistate Investigation Into Cochlear Implant Manufacturer",2023-04-04,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-moody-secures-more-than-600000-for-florida-medicaid-following-multistate-investigation-into-cochlear-implant-manufacturer/,Florida Attorney General
Department Of Justice Applies More Than Five Million Dollars From Forfeited Property To Reimburse Fraud Loss Of The North Carolina Medicaid Program,2023-04-03,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/department-of-justice-applies-more-than-five-million-dollars-from-forfeited-property-to-reimburse-fraud-loss-of-the-north-carolina-medicaid-program/,"U.S. Attorney’s Office, Middle District of North Carolina"
Man Pleads Guilty To $3.1M Medicare Fraud Scheme,2023-04-03,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/man-pleads-guilty-to-31m-medicare-fraud-scheme/,U.S. Department of Justice
"Supervalu Pharmacies Agreed to Pay $105,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2023-03-31,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/supervalu-pharmacies-agreed-to-pay-105000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/,N/A
"Attorney General Alan Wilson Announces Arrest Of Charleston Woman For Medicaid Fraud, Forgery",2023-03-31,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-arrest-of-charleston-woman-for-medicaid-fraud-forgery/,South Carolina Attorney General
Attorney General Alan Wilson Announces Orangeburg Woman Pleads Guilty To Exploiting Vulnerable Adult,2023-03-31,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-orangeburg-woman-pleads-guilty-to-exploiting-vulnerable-adult/,South Carolina Attorney General
"Raleigh Man Sentenced For Healthcare Fraud, Wire Fraud, And Identity Theft From Elderly And Disabled Medicare Beneficiaries",2023-03-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/raleigh-man-sentenced-for-healthcare-fraud-wire-fraud-and-identity-theft-from-elderly-and-disabled-medicare-beneficiaries/,"U.S. Attorney’s Office, Eastern District of North Carolina"
"Diabetes Blood Test Distributor GlycoMark Agrees To Pay $195,000 To Settle False Claims Act Allegations",2023-03-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/diabetes-blood-test-distributor-glycomark-agrees-to-pay-195000-to-settle-false-claims-act-allegations/,"U.S. Attorney’s Office, Eastern District of Pennsylvania"
Florida Man Sentenced To Nine Years In Federal Prison For His Role In International Health Care Fraud Scheme,2023-03-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/florida-man-sentenced-to-nine-years-in-federal-prison-for-his-role-in-international-health-care-fraud-scheme/,"U.S. Attorney’s Office, Northern District of Georgia"
"Kentuckiana Physician and Nurse Practitioner Sentenced for Conspiracy to Distribute Controlled Substances, Conspiracy to Commit Health Care Fraud, Health Care Fraud, and Conspiracy to Commit Money Laundering",2023-03-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/kentuckiana-physician-and-nurse-practitioner-sentenced-for-conspiracy-to-distribute-controlled-substances-conspiracy-to-commit-health-care-fraud-health-care-fraud-and-conspiracy-to-commit-money-laundering/,"U.S. Attorney's Office, Western District of Kentucky"
California Pharmacist Agrees To Settle Allegations Of Fraud,2023-03-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/california-pharmacist-agrees-to-settle-allegations-of-fraud/,U.S. Department of Justice
Covenant Healthcare System And Physicians Pay Over $69 Million To Resolve False Claims Act Allegations Related To Improper Financial Relationships,2023-03-29,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/covenant-healthcare-system-and-physicians-pay-over-69-million-to-resolve-false-claims-act-allegations-related-to-improper-financial-relationships/,"U.S. Attorney’s Office, Eastern District of Michigan"
"Former Celina Physician Found Guilty Of Health Care Fraud, Violations Of The Controlled Substances Act, And Obstruction Of Justice",2023-03-29,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-celina-physician-found-guilty-of-health-care-fraud-violations-of-the-controlled-substances-act-and-obstruction-of-justice/,"U.S. Attorney's Office, Middle District of Tennessee"
Leader Of $8 Million Medicaid Fraud Scheme Sentenced To 95 Months In Prison,2023-03-29,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/leader-of-8-million-medicaid-fraud-scheme-sentenced-to-95-months-in-prison/,"U.S. Attorney’s Office, Southern District of New York"
"Group Home Manager Arrested For More Than $20,000 Medicaid Fraud",2023-03-29,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/group-home-manager-arrested-for-more-than-20000-medicaid-fraud/,Florida Attorney General
Springfield Home Health Aide Pleads Guilty To Abusing Elderly Patient,2023-03-29,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/springfield-home-health-aide-pleads-guilty-to-abusing-elderly-patient/,Massachusetts Attorney General
Utah Lab Owner Admits $89 Million Health Care Fraud Kickback Scheme Involving Cancer Genetic Screening Tests,2023-03-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/utah-lab-owner-admits-89-million-health-care-fraud-kickback-scheme-involving-cancer-genetic-screening-tests/,"U.S. Attorney’s Office, District of New Jersey"
"Mother-Son Duo Arrested For Defrauding Medicaid Out Of More Than $300,000 By Providing Patient Kickbacks To Attend Rehab Sessions",2023-03-28,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/mother-son-duo-arrested-for-defrauding-medicaid-out-of-more-than-300000-by-providing-patient-kickbacks-to-attend-rehab-sessions/,Florida Attorney General
Philips Subsidiary To Pay Over $24 Million To Settle False Claims Allegations,2023-03-28,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/philips-subsidiary-to-pay-over-24-million-to-settle-false-claims-allegations/,Maryland Attorney General
AG Henry Charges Two Nurses With Neglect After Resident Died At Dauphin County Facility,2023-03-28,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-henry-charges-two-nurses-with-neglect-after-resident-died-at-dauphin-county-facility/,Pennsylvania Attorney General
Two Nurses Sent To Prison For Illegal Kickback Scheme,2023-03-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-nurses-sent-to-prison-for-illegal-kickback-scheme/,"U.S. Attorney’s Office, Southern District of Texas"
"Orion Homes Agreed to Pay $96,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2023-03-27,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/orion-homes-agreed-to-pay-96000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/,N/A
Memphis Woman Indicted Following TennCare Fraud Investigation,2023-03-27,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/memphis-woman-indicted-following-tenncare-fraud-investigation/,Tennessee Attorney General
Mequon Man Sentenced To 18 Months’ Imprisonment For Paying Healthcare Kickbacks,2023-03-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/mequon-man-sentenced-to-18-months-imprisonment-for-paying-healthcare-kickbacks/,"U.S. Attorney’s Office, Eastern District of Wisconsin"
Husband And Wife Charged In Multi-Million Dollar Home Health Fraud,2023-03-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/husband-and-wife-charged-in-multi-million-dollar-home-health-fraud/,"U.S. Attorney's Office, Southern District of Texas"
Justice Department Announces Arrest of the Founder of One of the World’s Largest Hacker Forums and Disruption of Forum’s Operation,2023-03-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/justice-department-announces-arrest-of-the-founder-of-one-of-the-worlds-largest-hacker-forums-and-disruption-of-forums-operation/,U.S. Department of Justice
Former Florida Resident Charged In $101 Million Health Care Kickback Scheme,2023-03-23,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-florida-resident-charged-in-101-million-health-care-kickback-scheme/,"U.S. Attorney's Office, District of New Jersey"
Ophthalmology Practice Agrees To Pay Over $2.9 Million To Settle Kickback Allegations,2023-03-23,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ophthalmology-practice-agrees-to-pay-over-29-million-to-settle-kickback-allegations/,"U.S. Attorney’s Office, Eastern District of Texas"
Two Doctors Convicted For Unnecessary Urinalysis Testing Scheme,2023-03-23,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-doctors-convicted-for-unnecessary-urinalysis-testing-scheme/,U.S. Department of Justice
Attorney General Josh Stein Announces Medicaid Fraud Conviction,2023-03-22,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-medicaid-fraud-conviction/,North Carolina Attorney General
Clayton Woman Pleads Guilty to Defrauding North Carolina Medicaid,2023-03-22,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/clayton-woman-pleads-guilty-to-defrauding-north-carolina-medicaid/,"U.S. Attorney’s Office, Eastern District of North Carolina"
Justice Department Settles Lawsuit Against Neurosurgeon and his Fiancée Alleging Receipt of Illegal Kickbacks,2023-03-22,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/justice-department-settles-lawsuit-against-neurosurgeon-and-his-fianc%C3%A9e-alleging-receipt-of-illegal-kickbacks/,U.S. Department of Justice
"Man Arrested In $400,000 Medicaid Fraud Case",2023-03-22,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/man-arrested-in-400000-medicaid-fraud-case/,Florida Attorney General
"University of Iowa Agrees to Training, Payment of $16,444 to Resolve United States’ Allegations Regarding Resident X-Ray Interpretations",2023-03-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/university-of-iowa-agrees-to-training-payment-of-16444-to-resolve-united-states-allegations-regarding-resident-x-ray-interpretations/,"U.S. Attorney’s Office, Northern District of Iowa"
Jury Convicts Pair of Fraud and Health Care Fraud in Toledo,2023-03-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/jury-convicts-pair-of-fraud-and-health-care-fraud-in-toledo/,"U.S. Attorney’s Office, Northern District of Ohio"
"Laboratory Alliance of Central New York Agreed to Pay $50,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Below Fair Market Value for Services",2023-03-21,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/laboratory-alliance-of-central-new-york-agreed-to-pay-50000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-below-fair-market-value-for-services/,N/A
"Pyramid Healthcare Agreed to Pay $151,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing Excluded Individuals",2023-03-21,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/pyramid-healthcare-agreed-to-pay-151000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-excluded-individuals/,N/A
Acute Care Hospital And Radiology Imaging Practice To Pay More Than $2 Million To Resolve A False Claims Act Case Regarding The Billing Of Services To Medicare And Medicaid,2023-03-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/acute-care-hospital-and-radiology-imaging-practice-to-pay-more-than-2-million-to-resolve-a-false-claims-act-case-regarding-the-billing-of-services-to-medicare-and-medicaid/,"U.S. Attorney’s Office, District of Maryland"
"Athens, Georgia, Pain Medicine Owner, Practice Manager Agree To $5 Million Settlement Resolving Violations Under The False Claims Act",2023-03-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/athens-georgia-pain-medicine-owner-practice-manager-agree-to-5-million-settlement-resolving-violations-under-the-false-claims-act/,"U.S. Attorney’s Office, Middle District of Georgia"
"Vibra Healthcare Agreed to Pay $66,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2023-03-20,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/vibra-healthcare-agreed-to-pay-66000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/,N/A
"Attorney General James Secures More Than $860,000 From Capital Region Medical Transportation Company For Medicaid Provider Fraud",2023-03-20,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-secures-more-than-860000-from-capital-region-medical-transportation-company-for-medicaid-provider-fraud/,New York Attorney General
