Title,Date,Category,Link,Agency
Two Men Sentenced for Fraudulent Rural Hospital Billing Scheme,2023-12-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-men-sentenced-for-fraudulent-rural-hospital-billing-scheme/,U.S. Department of Justice
United Memorial Medical Center Agreed to Be Excluded for 10 Years for Allegedly Submitting False Claims for Inpatient Cost Outlier Payments and Duplicate Claims for COVID-19 Tests,2023-12-14,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/united-memorial-medical-center-agreed-to-be-excluded-for-10-years-for-allegedly-submitting-false-claims-for-inpatient-cost-outlier-payments-and-duplicate-claims-for-covid-19-tests/,N/A
Orthopedic Surgeon Convicted of Health Care Fraud,2023-12-14,COVID-19,https://oig.hhs.gov/fraud/enforcement/orthopedic-surgeon-convicted-of-health-care-fraud/,"U.S. Attorney's Office, District of Massachusetts"
"Florida Man Charged with Health Care Fraud, Wire Fraud, and Kickback Conspiracy",2023-12-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/florida-man-charged-with-health-care-fraud-wire-fraud-and-kickback-conspiracy/,"U.S. Attorney's Office, District of New Jersey"
Greenville Woman Sentenced to Federal Prison for Making Fraudulent Statements to Medicaid,2023-12-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/greenville-woman-sentenced-to-federal-prison-for-making-fraudulent-statements-to-medicaid/,"U.S. Attorney's Office, District of South Carolina"
Brooklyn Cardiologist Charged With Health Care Fraud And Bribery,2023-12-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/brooklyn-cardiologist-charged-with-health-care-fraud-and-bribery/,"U.S. Attorney's Office, Southern District of New York"
Man Charged for $60M Health Care Fraud and Kickback Scheme,2023-12-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/man-charged-for-60m-health-care-fraud-and-kickback-scheme/,U.S. Department of Justice
"Mountain Orthopaedics Agreed to Pay $448,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration to Physicians to Induce Referrals",2023-12-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/mountain-orthopaedics-agreed-to-pay-448000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-to-physicians-to-induce-referrals/,N/A
McMinnville Woman Charged with Stealing from Vulnerable Adult,2023-12-14,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/mcminnville-woman-charged-with-stealing-from-vulnerable-adult/,Tennessee Attorney General
District Woman Indicted for Defrauding the D.C. Medicaid Program,2023-12-13,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/district-woman-indicted-for-defrauding-the-dc-medicaid-program/,"U.S. Attorney's Office, District of Columbia"
Man Sentenced for $11.4M Medicare and Medicaid Fraud Scheme,2023-12-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/man-sentenced-for-114m-medicare-and-medicaid-fraud-scheme/,U.S. Department of Justice
Attorney General Alan Wilson Announces Arrest Of Greenville Man Charged With Stealing From Vulnerable Adult,2023-12-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-arrest-of-greenville-man-charged-with-stealing-from-vulnerable-adult/,South Carolina Attorney General
Clinic Office Manager Sentenced for $1.2M Pill Mill Scheme,2023-12-12,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/clinic-office-manager-sentenced-for-12m-pill-mill-scheme/,U.S. Department of Justice
Carr Announces New Indictment in Clayton County for Trafficking a Disabled Adult,2023-12-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/carr-announces-new-indictment-in-clayton-county-for-trafficking-a-disabled-adult/,Georgia Attorney General
Company Selling Migraine Treatment Device Agrees to Resolve Alleged False Claims Act Violations,2023-12-11,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/company-selling-migraine-treatment-device-agrees-to-resolve-alleged-false-claims-act-violations/,"U.S. Attorney's Office, Southern District of Illinois"
Attorney General Marshall Announces Indictment of Former Director of Nursing for Montgomery Nursing Home,2023-12-08,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/attorney-general-marshall-announces-indictment-of-former-director-of-nursing-for-montgomery-nursing-home/,Alabama Attorney General
Attorney General Ken Paxton’s Medicaid Fraud Control Unit Secures 14-Year Prison Sentence for Home Health Fraudster and Over $11 Million in Restitution,2023-12-08,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-ken-paxtons-medicaid-fraud-control-unit-secures-14-year-prison-sentence-for-home-health-fraudster-and-over-11-million-in-restitution/,Texas Attorney General
Pavion Company to Pay $1.75 Million to Resolve False Claims Act Allegations of Small Business Contracting Fraud,2023-12-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pavion-company-to-pay-175-million-to-resolve-false-claims-act-allegations-of-small-business-contracting-fraud/,"U.S. Attorney's Office, Eastern District of Virginia"
"Aurora Diagnostics Agreed to Pay $50,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Meals, Entertainment and Other Gifts in Exchange for Referrals",2023-12-07,Grant and Contractor Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/aurora-diagnostics-agreed-to-pay-50000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-meals-entertainment-and-other-gifts-in-exchange-for-referrals/,N/A
Attorney General Ellison charges three in largest-ever Medicaid fraud prosecution by AGO,2023-12-07,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/attorney-general-ellison-charges-three-in-largest-ever-medicaid-fraud-prosecution-by-ago/,Minnesota Attorney General
Redondo Beach Woman Sentenced to 15 Years in Prison for Leading $24 Million Scam that Billed Medicare for Unneeded Wheelchair Fixes,2023-12-06,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/redondo-beach-woman-sentenced-to-15-years-in-prison-for-leading-24-million-scam-that-billed-medicare-for-unneeded-wheelchair-fixes/,"U.S. Attorney's Office, Central District of California"
Medical College of Wisconsin Agreed to Pay $2.2 Million for Allegedly Violating the Civil Monetary Penalties Law by Failing to Perform and Document Medical Direction Steps,2023-12-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/medical-college-of-wisconsin-agreed-to-pay-22-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-failing-to-perform-and-document-medical-direction-steps/,N/A
Nursing Home Drug Dealer Pleads Guilty,2023-12-06,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/nursing-home-drug-dealer-pleads-guilty/,Oklahoma Attorney General
AG Campbell Indicts Springfield Medicaid Consultant For Stealing From Elderly Nursing Home Victims,2023-12-05,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-campbell-indicts-springfield-medicaid-consultant-for-stealing-from-elderly-nursing-home-victims/,Massachusetts Attorney General
Doctor Charged in $14M Medicare and TRICARE Fraud Scheme,2023-12-04,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/doctor-charged-in-14m-medicare-and-tricare-fraud-scheme/,"U.S. Attorney's Office, Eastern District of Washington"
"Med First Agrees to Pay $1,450,000 to Resolve Health Care Fraud Allegations in South Carolina Clinic",2023-12-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/med-first-agrees-to-pay-1450000-to-resolve-health-care-fraud-allegations-in-south-carolina-clinic/,"U.S. Attorney's Office, Middle District of North Carolina"
"Hospital Executive And Three Texas Physicians To Pay Over $880,000 To Settle Kickback Allegations Involving Laboratory Testing",2023-12-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/hospital-executive-and-three-texas-physicians-to-pay-over-880000-to-settle-kickback-allegations-involving-laboratory-testing/,U.S. Department of Justice
Lab Owner Pleads Guilty to $1.7 Million COVID-19 Test Fraud Scheme,2023-12-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/lab-owner-pleads-guilty-to-17-million-covid-19-test-fraud-scheme/,"U.S. Attorney's Office, Northern District of Texas"
"Ag Moody Announces Arrest Of Services Provider For More Than $50,000 In Medicaid Provider Fraud",2023-12-01,COVID-19,https://oig.hhs.gov/fraud/enforcement/ag-moody-announces-arrest-of-services-provider-for-more-than-50000-in-medicaid-provider-fraud/,Florida Attorney General
Tennessee Man Sentenced for Failure to Pay Child Support,2023-11-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/tennessee-man-sentenced-for-failure-to-pay-child-support/,"U.S. Attorney's Office, Southern District of West Virginia"
Man Charged in $148M Medicare and Medicaid Fraud Scheme,2023-11-30,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/man-charged-in-148m-medicare-and-medicaid-fraud-scheme/,U.S. Department of Justice
Physician Sentenced for $1.2M Pill Mill Scheme,2023-11-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/physician-sentenced-for-12m-pill-mill-scheme/,U.S. Department of Justice
"Ascension Sacred Heart Pensacola Agreed to Pay $100,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Below Fair Market Value Personnel",2023-11-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ascension-sacred-heart-pensacola-agreed-to-pay-100000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-below-fair-market-value-personnel/,N/A
Queens Pharmacist Sentenced to 60 Months in Prison for Illegally Distributing Oxycodone and Filing False Tax Returns,2023-11-29,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/queens-pharmacist-sentenced-to-60-months-in-prison-for-illegally-distributing-oxycodone-and-filing-false-tax-returns/,"U.S. Attorney's Office, Eastern District of New York"
Sleep disorder medical practice with clinics in California and Washington resolves allegations it overbilled government medical programs,2023-11-29,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/sleep-disorder-medical-practice-with-clinics-in-california-and-washington-resolves-allegations-it-overbilled-government-medical-programs/,"U.S. Attorney's Office, Western District of Washington"
"Caretaker Charged With Involuntary Manslaughter, Neglect For Failure To Renew Patient’s Medications Which Led To Fatal Seizure Episode",2023-11-29,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/caretaker-charged-with-involuntary-manslaughter-neglect-for-failure-to-renew-patients-medications-which-led-to-fatal-seizure-episode/,Pennsylvania Attorney General
Former Blackfeet Tribal operations manager suspected of stealing tribal COVID-19 relief funding arraigned on charges,2023-11-28,COVID-19,https://oig.hhs.gov/fraud/enforcement/former-blackfeet-tribal-operations-manager-suspected-of-stealing-tribal-covid-19-relief-funding-arraigned-on-charges/,"U.S. Attorney's Office, District of Montana"
"Philadelphia Pharmacy Pleads Guilty To More Than $500,000 In Fraudulent Insurance Claims As Part Of Prescription Medication Scam",2023-11-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/philadelphia-pharmacy-pleads-guilty-to-more-than-500000-in-fraudulent-insurance-claims-as-part-of-prescription-medication-scam/,Pennsylvania Attorney General
Telemedicine Nurse Practitioner Pleads Guilty to $7.8 Million Durable Medical Equipment Fraud Scheme,2023-11-27,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/telemedicine-nurse-practitioner-pleads-guilty-to-78-million-durable-medical-equipment-fraud-scheme/,"U.S. Attorney's Office, District of Massachusetts"
Doctor and Wife Admit Genetic Testing Kickback and Bribery Scheme,2023-11-22,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-and-wife-admit-genetic-testing-kickback-and-bribery-scheme/,"U.S. Attorney's Office, District of New Jersey"
Attorney General James Announces Guilty Verdict of Physician Who Subjected Patients to Unnecessary and Invasive Tests,2023-11-22,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-announces-guilty-verdict-of-physician-who-subjected-patients-to-unnecessary-and-invasive-tests/,New York Attorney General
Neligh Woman Sentenced for Health Care Fraud,2023-11-20,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/neligh-woman-sentenced-for-health-care-fraud/,"U.S. Attorney's Office, District of Nebraska"
Attorney General Alan Wilson Announces Arrest Of Caregiver Accused Of Stealing From Disabled Residents,2023-11-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-arrest-of-caregiver-accused-of-stealing-from-disabled-residents/,South Carolina Attorney General
Attorney General Alan Wilson Announces Easley Man Found Guilty Of Sex Crime Charges Against Nursing Home Resident,2023-11-20,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-easley-man-found-guilty-of-sex-crime-charges-against-nursing-home-resident/,South Carolina Attorney General
Worcester Psychiatrist Convicted of Unlawful Distribution of Controlled Substances,2023-11-17,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/worcester-psychiatrist-convicted-of-unlawful-distribution-of-controlled-substances/,"U.S. Attorney's Office, District of Massachusetts"
Doctor at L5 Pain Clinic Pleads Guilty to Illegal Drug Dispensing Conspiracy,2023-11-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-at-l5-pain-clinic-pleads-guilty-to-illegal-drug-dispensing-conspiracy/,"U.S. Attorney's Office, Western District of Virginia"
"Pharmacy Owners and Doctor Convicted for $145M Health Care Fraud, Money Laundering, and Tax Evasion Scheme",2023-11-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmacy-owners-and-doctor-convicted-for-145m-health-care-fraud-money-laundering-and-tax-evasion-scheme/,U.S. Department of Justice
AG Moody Announces Arrest Of Service Provider For Disabled Patients For Medicaid Fraud,2023-11-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ag-moody-announces-arrest-of-service-provider-for-disabled-patients-for-medicaid-fraud/,Florida Attorney General
Worcester-Based Home Care Company And Its Managers Indicted For $1.6 Million Medicaid Fraud Scheme,2023-11-17,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/worcester-based-home-care-company-and-its-managers-indicted-for-16-million-medicaid-fraud-scheme/,Massachusetts Attorney General
"Ag Henry Continues To Hold Medicaid Fraudsters Accountable With Recent Arrests, Convictions Involving Over $800k In False Billing",2023-11-17,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-henry-continues-to-hold-medicaid-fraudsters-accountable-with-recent-arrests-convictions-involving-over-800k-in-false-billing/,Pennsylvania Attorney General
Maryland Man Sentenced to 9 Months in Prison for Attempted Witness Tampering in Relation to Healthcare Fraud Conspiracy,2023-11-16,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/maryland-man-sentenced-to-9-months-in-prison-for-attempted-witness-tampering-in-relation-to-healthcare-fraud-conspiracy/,"U.S. Attorney's Office, District of Columbia"
Operator Of Durable Medical Equipment Companies Admits Role In $11 Million Dollar Kickback Scheme,2023-11-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/operator-of-durable-medical-equipment-companies-admits-role-in-11-million-dollar-kickback-scheme/,"U.S. Attorney's Office, Northern District of Georgia"
Chief Compliance Officer Sentenced For $50M Medicare Fraud Scheme,2023-11-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/chief-compliance-officer-sentenced-for-50m-medicare-fraud-scheme/,U.S. Department of Justice
"Advent Home Health Agreed to Pay $263,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2023-11-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/advent-home-health-agreed-to-pay-263000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/,N/A
"Continuing Care Center Agreed to pay $37,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",2023-11-16,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/continuing-care-center-agreed-to-pay-37000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/,N/A
"Providence Santa Rosa Memorial Hospital Agreed to Pay $20,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2023-11-16,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/providence-santa-rosa-memorial-hospital-agreed-to-pay-20000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/,N/A
"Trans-Care Ambulance Agreed to Pay $239,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",2023-11-16,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/trans-care-ambulance-agreed-to-pay-239000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/,N/A
"California Skilled Nursing Facilities, Owner and Management Company Agree to $45.6 Million Consent Judgement to Settle Allegations of Kickbacks to Referring Physicians",2023-11-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/california-skilled-nursing-facilities-owner-and-management-company-agree-to-456-million-consent-judgement-to-settle-allegations-of-kickbacks-to-referring-physicians/,U.S. Department of Justice
Attorney General Bonta Announces Conviction In Placer County Elder Abuse Case,2023-11-15,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-bonta-announces-conviction-in-placer-county-elder-abuse-case/,California Attorney General
Caregiver Found Guilty Of Defrauding Medicaid Of Roughly $45K By Billing For Caretaking Services In New Jersey While Working At Her Teaching Job In Michigan,2023-11-15,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/caregiver-found-guilty-of-defrauding-medicaid-of-roughly-45k-by-billing-for-caretaking-services-in-new-jersey-while-working-at-her-teaching-job-in-michigan/,Michigan Attorney General
Multi-Agency Working Group Focuses on Combating Health Care Fraud and Recovering Taxpayer Dollars Through Criminal and Civil Actions,2023-11-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/multi-agency-working-group-focuses-on-combating-health-care-fraud-and-recovering-taxpayer-dollars-through-criminal-and-civil-actions/,"U.S. Attorney's Office, Western District of North Carolina"
Three Men Sentenced for $54M Fraudulent Prescriptions Scheme,2023-11-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/three-men-sentenced-for-54m-fraudulent-prescriptions-scheme/,U.S. Department of Justice
Florida Business Owners Plead Guilty For Their Role In Durable Medical Equipment Fraud Scheme,2023-11-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/florida-business-owners-plead-guilty-for-their-role-in-durable-medical-equipment-fraud-scheme/,"U.S. Attorney's Office, Northern District of Georgia"
Therapist’s Ex-Wife Sent To Prison For Defrauding Medicaid And Stealing Patient Information,2023-11-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/therapists-ex-wife-sent-to-prison-for-defrauding-medicaid-and-stealing-patient-information/,"U.S. Attorney's Office, Southern District of Texas"
"Priyanshu1 and Shopsmart Pharmacy Agreed to Pay $400,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Prescriptions Without Sufficient Stock",2023-11-13,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/priyanshu1-and-shopsmart-pharmacy-agreed-to-pay-400000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-prescriptions-without-sufficient-stock/,N/A
"Addiction Treatment Center Supervisor Admits to Participating in a Scheme to Defraud Federal, State, and Private Health Care Insurers",2023-11-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/addiction-treatment-center-supervisor-admits-to-participating-in-a-scheme-to-defraud-federal-state-and-private-health-care-insurers/,"U.S. Attorney's Office, District of Rhode Island"
Jury Convicts Hospice Owner for Defrauding Medicare,2023-11-08,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/jury-convicts-hospice-owner-for-defrauding-medicare/,"U.S. Attorney's Office, Eastern District of Louisiana"
"Marshville Pharmacy and Surgical Supply Agreed to Pay $125,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Non-Covered Supplies",2023-11-08,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/marshville-pharmacy-and-surgical-supply-agreed-to-pay-125000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-non-covered-supplies/,N/A
Attorney General Moody Announces Arrest Of Speech-Language Pathologist Defrauding Florida Medicaid,2023-11-08,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-moody-announces-arrest-of-speech-language-pathologist-defrauding-florida-medicaid/,Florida Attorney General
Attorney General Cameron Announces Guilty Plea Of Owensboro Woman For Medicaid Fraud,2023-11-08,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-cameron-announces-guilty-plea-of-owensboro-woman-for-medicaid-fraud/,Kentucky Attorney General
Nurse Impostor Pleads Guilty To Identity Theft And Making False Medical Records,2023-11-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/nurse-impostor-pleads-guilty-to-identity-theft-and-making-false-medical-records/,"U.S. Attorney's Office, Western District of Michigan"
Former San Antonio Health Services Employee Sentenced for Receiving Kickbacks,2023-11-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-san-antonio-health-services-employee-sentenced-for-receiving-kickbacks/,"U.S. Attorney's Office, Western District of Texas"
"Indictment of Joseph Bye, Sara Lapointe, and Kimberly Patterson",2023-11-07,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/indictment-of-joseph-bye-sara-lapointe-and-kimberly-patterson/,New Hampshire Attorney General
Second Owner Of Fresno Sleep Clinic Pleads Guilty To Submitting Over $1.5 Million In Fraudulent Claims To Medicare And Medi-Cal For Sleep Studies,2023-11-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/second-owner-of-fresno-sleep-clinic-pleads-guilty-to-submitting-over-15-million-in-fraudulent-claims-to-medicare-and-medi-cal-for-sleep-studies/,"U.S. Attorney's Office, Eastern District of California"
Grosse Pointe Park Pharmacist Convicted On Drug Charges,2023-11-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/grosse-pointe-park-pharmacist-convicted-on-drug-charges/,"U.S. Attorney's Office, Eastern District of Michigan"
"Doctor Pleads Guilty To Unlawful Drug Distribution, False Statement To Medicare, And Paycheck Protection Program Fraud",2023-11-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-pleads-guilty-to-unlawful-drug-distribution-false-statement-to-medicare-and-paycheck-protection-program-fraud/,"U.S. Attorney's Office, Middle District of Florida"
"Snellville Doctor Pays $225,000 To Resolve Allegations For Improper Billing",2023-11-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/snellville-doctor-pays-225000-to-resolve-allegations-for-improper-billing/,"U.S. Attorney's Office, Northern District of Georgia"
Attorney General Alan Wilson Announces Edgefield Nursing Facility Housekeeper Charged With Stealing From Resident,2023-11-06,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-edgefield-nursing-facility-housekeeper-charged-with-stealing-from-resident/,South Carolina Attorney General
Sharon Naylor Sentenced For Her Role In Operating Pill Mill,2023-11-03,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/sharon-naylor-sentenced-for-her-role-in-operating-pill-mill/,"U.S. Attorney's Office, Eastern District of Tennessee"
Graybill Medical Group Agreed to Pay $1 Million for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Incident-to Services Not Covered and for Service by Uncredentialed Providers,2023-11-03,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/graybill-medical-group-agreed-to-pay-1-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-incident-to-services-not-covered-and-for-service-by-uncredentialed-providers/,N/A
AG Moody’s MFCU Investigators Uncover Medicaid Fraud Scheme Impacting Thousands Leading To Arrest Of Florida Dentist And Husband,2023-11-03,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-moodys-mfcu-investigators-uncover-medicaid-fraud-scheme-impacting-thousands-leading-to-arrest-of-florida-dentist-and-husband/,Florida Attorney General
"North Chandler Place Agreed to Pay $86,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2023-11-02,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/north-chandler-place-agreed-to-pay-86000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/,N/A
Former Employee of Care Facility Sentenced for Criminal Negligence of a Vulnerable Adult,2023-11-02,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-employee-of-care-facility-sentenced-for-criminal-negligence-of-a-vulnerable-adult/,"U.S. Attorney's Office, District of Columbia"
Owner of Indian Marketing Company Admits Role in $11.5 Million Health Care Fraud and Kickback Scheme,2023-11-02,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-indian-marketing-company-admits-role-in-115-million-health-care-fraud-and-kickback-scheme/,"U.S. Attorney's Office, District of New Jersey"
Florida Laboratory Agrees to Pay Over $1.1 Million to Settle Kickback Allegations,2023-11-02,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/httpswwwjusticegovopaprflorida-laboratory-agrees-pay-over-11-million-settle-kickback-allegations/,"U.S. Department of Justice and U.S. Attorney's Office, District of New Jersey"
Western PA. Nurse Charged With Additional Crimes For Administering Excessive Doses Of Insulin To 19 More Patients,2023-11-02,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/western-pa-nurse-charged-with-additional-crimes-for-administering-excessive-doses-of-insulin-to-19-more-patients/,Pennsylvania Attorney General
Attorney General Alan Wilson announces Greenville Co. man charged with stealing from assisted living facility resident,2023-11-02,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-greenville-co-man-charged-with-stealing-from-assisted-living-facility-resident/,South Carolina Attorney General
Bay Area Doctor Convicted Of Health Care Fraud And Kickback Scheme For Referrals To Medicare-Funded Home Health Services,2023-11-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/bay-area-doctor-convicted-of-health-care-fraud-and-kickback-scheme-for-referrals-to-medicare-funded-home-health-services/,"U.S. Attorney's Office, Northern District of California"
Four Toledo Area Individuals Sentenced for Healthcare Fraud Scheme,2023-11-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/four-toledo-area-individuals-sentenced-for-healthcare-fraud-scheme/,"U.S. Attorney's Office, Northern District of Ohio"
Pelham Manor Man Charged With Health Care Fraud And Kickback Scheme,2023-10-31,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pelham-manor-man-charged-with-health-care-fraud-and-kickback-scheme/,"U.S. Attorney's Office, Southern District of New York"
Drugmaker Nostrum and CEO Agree to Pay Up to $50 Million to Resolve Claims of Underpaying Rebates Owed Under Medicaid Drug Rebate Program,2023-10-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/drugmaker-nostrum-and-ceo-agree-to-pay-up-to-50-million-to-resolve-claims-of-underpaying-rebates-owed-under-medicaid-drug-rebate-program/,"U.S. Attorney's Office, District of Massachusetts"
Veteran Pleads Guilty To Theft Of Government Money And Providing False Statements,2023-10-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/veteran-pleads-guilty-to-theft-of-government-money-and-providing-false-statements/,"U.S. Attorney's Office, Northern District of Florida"
Drugmaker Nostrum and Its CEO Agree to Pay Up to $50 Million to Settle False Claims Act Claims for Underpaying Rebates Owed Under Medicaid Drug Rebate Program,2023-10-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/drugmaker-nostrum-and-its-ceo-agree-to-pay-up-to-50-million-to-settle-false-claims-act-claims-for-underpaying-rebates-owed-under-medicaid-drug-rebate-program/,U.S. Department of Justice
